pkg;class;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM
com.anysoftkeyboard.ui.settings;com.anysoftkeyboard.ui.settings.SpellCheckerSettingsActivity;2;7;1;2;3;1;1;1
com.anysoftkeyboard.keyboards.views;com.anysoftkeyboard.keyboards.views.PointerTracker$UIProxy;3;1;1;2;3;3;1;3
com.anysoftkeyboard.ui.settings;com.anysoftkeyboard.ui.settings.AbstractAddOnSelectorFragment;8;2;1;5;9;28;1;4
com.anysoftkeyboard.ui.settings;com.anysoftkeyboard.ui.settings.AboutAnySoftKeyboardFragment;5;1;1;4;6;10;1;5
com.menny.android.anysoftkeyboard;com.menny.android.anysoftkeyboard.LauncherSettingsActivity;5;5;1;4;16;0;1;1
com.anysoftkeyboard.ui.settings.setup;com.anysoftkeyboard.ui.settings.setup.WizardPageEnableKeyboardFragment;9;2;1;9;10;36;1;6
com.anysoftkeyboard.dictionaries;com.anysoftkeyboard.dictionaries.TextEntryState;17;1;1;5;40;0;1;14
com.anysoftkeyboard.spellcheck;com.anysoftkeyboard.spellcheck.AnySpellCheckerService;7;5;1;4;11;15;1;3
com.anysoftkeyboard.theme;com.anysoftkeyboard.theme.KeyboardTheme;6;2;1;4;7;15;1;6
com.anysoftkeyboard.ui.tutorials;com.anysoftkeyboard.ui.tutorials.TipsFragment;8;2;1;6;9;28;1;8
com.anysoftkeyboard.keyboards;com.anysoftkeyboard.keyboards.KeyboardAddOnAndBuilder;7;2;1;6;8;21;1;7
com.anysoftkeyboard.ui.settings;com.anysoftkeyboard.ui.settings.KeyboardAddOnSettingsFragment;3;2;1;2;4;3;1;3
com.anysoftkeyboard.ui.tutorials;com.anysoftkeyboard.ui.tutorials.TutorialsProvider;8;1;1;2;9;28;1;6
com.menny.android.anysoftkeyboard;com.menny.android.anysoftkeyboard.ChewbaccaUncaughtExceptionHandler;3;1;1;1;4;3;1;2
com.anysoftkeyboard.dictionaries.sqlite;com.anysoftkeyboard.dictionaries.sqlite.WordsSQLiteConnection;7;2;1;10;29;1;1;7
com.anysoftkeyboard.ui.settings;com.anysoftkeyboard.ui.settings.AdditionalUiSettingsFragment;4;2;1;4;5;6;1;4
com.anysoftkeyboard.keyboards.views;com.anysoftkeyboard.keyboards.views.ProximityKeyDetector;3;2;1;3;13;1;1;1
com.anysoftkeyboard.keyboards;com.anysoftkeyboard.keyboards.KeyboardCondenser;6;1;1;4;7;15;1;2
com.anysoftkeyboard.keyboards.physical;com.anysoftkeyboard.keyboards.physical.MyMetaKeyKeyListener;32;1;1;6;41;358;1;20
com.anysoftkeyboard.keyboards.views;com.anysoftkeyboard.keyboards.views.AnyKeyboardBaseView$PointerQueue;8;1;1;1;9;28;1;7
com.anysoftkeyboard.voice;com.anysoftkeyboard.voice.ActivityHelper$3;2;1;1;3;4;0;1;1
com.anysoftkeyboard.voice;com.anysoftkeyboard.voice.ActivityHelper$2;2;1;1;3;4;0;1;1
com.anysoftkeyboard.voice;com.anysoftkeyboard.voice.ActivityHelper$1;2;1;1;3;4;0;1;1
com.anysoftkeyboard;com.anysoftkeyboard.KeyboardUIStateHanlder;2;2;1;4;3;1;1;2
